n,min_k_for_aggregated_combinations,log_sum_of_combinations_min_k_aggregated_combinations,sum_of_combinations_min_k_aggregated_combinations,min_k,log_combinations_min_k,combinations_min_k,max_k,log_combinations_max_k,combinations_max_k
6808,12,123.94928350101166,20532993745496610928822503929178147645,12,123.94673457039708,20496748407530777910623977185708871740,13,132.9767649894402,10715069398275320513892349919544422488080
6809,12,123.95182793615758,20569239083462443947021030672647423551,12,123.94927938077186,20532935104734010121147368053184008780,13,132.97952207010755,10735566146682851291802973896730131359820
6810,12,123.95437199739696,20605543062190877772894693292110838323,12,123.95182381712961,20569180356463461154017884148600044100,13,132.98227874553018,10756099081787585301924121264783315368600
6811,12,123.95691568483967,20641905767918294391771502435621632547,12,123.95436787958029,20605484248841393428447684797192954900,13,132.98503501582724,10776668262144048763078139148931915412700
6812,12,123.95945899859554,20678327286995195355095320074050310195,12,123.95691156823378,20641846868104054710968474829188001291,13,132.98779088111775,10797273746392890156506586833729108367600
6813,12,123.96200193877435,20714807705886335999222165318912619100,12,123.95945488319987,20678268300601812196122367153544751183,13,132.9905463415207,10817915593260994211217555308558296368891
6814,12,123.96454450548582,20751347111170859802321963484280487018,12,123.96199782458838,20714748632799286725136402496950005081,13,132.99330139715514,10838593861561596023413677675711841120074
6815,12,123.96708669883964,20787945589542432879507524471610968956,12,123.96454039250902,20751287951275487142702422904117931005,13,132.99605604813985,10859308610194395310138814078208791125155
6816,12,123.96962851894544,20824603227809378616312626039104006908,12,123.96708258707147,20787886342723944791984085025641948520,13,132.99881029459377,10880059898145670797281516501112909056160
6817,12,123.97216996591281,20861320112894812440641167052566065297,12,123.96962440838537,20824543893952848147972888702395468488,13,133.00156413663564,10900847784488394742073500586138551004680
6818,12,123.97471103985129,20898096331836776733309445402736662107,12,123.97216585656031,20861260691885177589315185890821672664,13,133.00431757438423,10921672328382347590221473474840946473168
6819,12,123.97725174087036,20934931971788375877303704914651651551,12,123.97470693170582,20898036823558840308732224561409282488,13,133.0070706079582,10942533589074232767810788660731768145832
6820,12,123.97979206907945,20971827120017911445875185267894020615,12,123.9772476339314,20934872376126805362155371843244904020,13,133.00982323747627,10963431625897791608119520885293177428320
6821,12,123.98233202458799,21008781863909017529594998692543137211,12,123.97978796334647,20971767436857238856698750380786237380,13,133.01257546305695,10984366498273918413481676257136422332340
6822,12,123.98487160750528,21045796290960796202491247004300037043,12,123.98232792006044,21008722093133639277591611614937402556,13,133.01532728481877,11005338265710775652338375007517208569720
6823,12,123.98741081794066,21082870488787953127390882393662671531,12,123.98486750418265,21045736432454972954192859499151064108,13,133.01807870288027,11026346987803909291615966619132145972276
6824,12,123.98994965600333,21120004545120933300588905288174278955,12,123.9874067158224,21082810542435809665210228012655147016,13,133.02082971735985,11047392724236364264570159478631297036384
6825,12,123.99248812180254,21157198547806056935967582563693410895,12,123.98994555508892,21119944510806458383246705737027943400,13,133.02358032837589,11068475534778800074235369706643952183400
6826,12,123.9950262154474,21194452584805655488688459390358878391,12,123.99248402209145,21157138425413103158796890719247540600,13,133.02633053604671,11089595479289606532618616412380980126800
6827,12,123.99756393704703,21231766744198207818580028061470216183,12,123.99502211693911,21194392374217939143816048854042987480,13,133.0290803404906,11110752617715019635777413303100227667400
6828,12,124.0001012867105,21269141114178476493344007268897444887,12,123.997559839741,21231706445299308754984739080898696965,13,133.03182974182576,11131947010089237574921229351954270654880
6829,12,124.0026382645468,21306575783057644231703275456896192810,12,124.0000971906062,21269080726851837976791958806433504705,13,133.03457874017036,11153178716534536883676214091035169351845
6830,12,124.0051748706649,21344070839263450486614592107358880916,12,124.00263416964371,21306515307186572804559853131114819175,13,133.03732733564257,11174447797261388721653006049841602856550
6831,12,124.00771110517371,21381626371340328168669331083602942658,12,124.00517077696249,21344010274731115827533121680399667075,13,133.0400755283604,11195754312568575294457565902972717675725
6832,12,124.01024696818209,21419242467949540509805540486806218242,12,124.00770701267145,21381565718029762952156347114441426020,13,133.0428233184419,11217098322843306410285099024653117342800
6833,12,124.01278245979887,21456919217869318067454733859171010465,12,124.01024287687945,21419181725743640265662559717486917460,13,133.04557070600498,11238479888561336173237255371767558768820
6834,12,124.01531758013279,21494656709994995869246908000855103471,12,124.01277836969531,21456858386650841040096442848036586620,13,133.04831769116763,11259899070287079813502917931485045686280
6835,12,124.01785232929261,21532455033339150698397373153673620323,12,124.0153134912278,21494595789646562876895674463774009900,13,133.05106427404763,11281355928673730654543014374333082272900
6836,12,124.02038670738696,21570314277031738519899071843573230747,12,124.01784824158565,21532394023743244992153990421213237350,13,133.05381045476284,11302850524463377217419910048796856282800
6837,12,124.02292071452452,21608234530320232047644153265933224145,12,124.02038262087753,21570253178070705642689645788986799086,13,133.05655623343102,11324382918487120462412064039218069520150
6838,12,124.02545435081382,21646215882569758452598660742879649205,12,124.02291662921206,21608173341876279693043041005726887218,13,133.05930161016983,11345953171665191168054753685007056319236
6839,12,124.0279876163634,21684258423263237212154280480032411193,12,124.02545026669782,21646154604524956323527370358600583226,13,133.06204658509697,11367561345007067447747796726012783206454
6840,12,124.03052051128175,21722362242001518100781190601464239161,12,124.02798353344333,21684197055499516879456240956770355780,13,133.06479115833,11389207499611592404071324096371383789680
6841,12,124.03305303567731,21760527428503519322106140246158122543,12,124.03051642955711,21722300784400672861672301125386733620,13,133.06753532998647,11410891696667091920950780337328154145460
6842,12,124.03558518965848,21798754072606365782539979366929511467,12,124.03304895514755,21760465880947204058501007950204396988,13,133.0702791001839,11432613997451492593812452638453540879080
6843,12,124.03811697333356,21837042264265527506578950783654625947,12,124.03558111032306,21798692434976096819253754560569270764,13,133.07302246903976,11454374463332439797870953646403745276068
6844,12,124.04064838681087,21875392093554958193904147006739981131,12,124.03811289519199,21836980536442682469404668649375891263,13,133.0757654366714,11476173155767415894690207400964314546832
6845,12,124.04317943019865,21913803650667233918403625364104071000,12,124.04064430986261,21875330275420775867565484692664711795,13,133.07850800319616,11498010136303858577159612069613690438095
6846,12,124.0457101036051,21952277025913691969241766035543430206,12,124.04317535444318,21913741742102814104382983348841471605,13,133.08125016873137,11519885466579279353027177554306355149890
6847,12,124.04824040713837,21990812309724569834100548722245388808,12,124.0457060290419,21952215026799995343483582588078647561,13,133.08399193339423,11541799208321382167131560537655196621495
6848,12,124.05077034090655,22029409592649144324717514856412130056,12,124.04823633376691,21990750219942417804589756226325713648,13,133.08673329730195,11563751423348182162475044120243275269056
6849,12,124.05329990501771,22068068965355870844845273486498546465,12,124.0507662687263,22029347412079218888933046715533832496,13,133.08947426057168,11585742173568124580279633876469600982704
6850,12,124.05582909957985,22106790518632522800757500257463260435,12,124.05329583402816,22068006693878714447088530272215085200,13,133.09221482332046,11607771520980203799168566923185134815200
6851,12,124.05835792470094,22145574343386331154426470242711435671,12,124.05582502978048,22106728156128538189355683710329806800,13,133.09495498566537,11629839527674082513615655453457349900400
6852,12,124.06088638048888,22184420530644124119497256775093064543,12,124.05835385609122,22145511889735781238810693681751438040,13,133.09769474772338,11651946255830211051805011137167679707200
6853,12,124.06341446705154,22223329171552467000183819868434691047,12,124.06088231306829,22184357985727131827155340418219939320,13,133.10043410961143,11674091767719946833043821830849431145240
6854,12,124.06594218449675,22262300357377802173212299318649442775,12,124.06341040081958,22223266535249015133487679512785656840,13,133.10317307144638,11696276125705673964870977171267651084560
6855,12,124.06846953293227,22301334179506589212936919124513228711,12,124.06593811945287,22262237629567733266119836776289007400,13,133.10591163334507,11718499392240922980004464850780436741400
6856,12,124.07099651246583,22340430729445445159754001472737450023,12,124.06846546907595,22301271360069605387568322755440887600,13,133.10864979542427,11740761629870490713270584687556725748800
6857,12,124.07352312320509,22379590098821284931939680190034012447,12,124.07099244979655,22340367818261107982842365103587752560,13,133.11138755780073,11763062901230560318658153010312166636400
6858,12,124.0760493652577,22418812379381461881036995276480272335,12,124.07351906172235,22379527095769015271155848653287292880,13,133.1141249205911,11785403269048821426640995375415754388960
6859,12,124.07857523873125,22458097662993908490918141899673251791,12,124.07604530496097,22418749284340539761188544751409017360,13,133.116861883912,11807782796144590441912151224069041681840
6860,12,124.08110074373324,22497446041647277220647739047937486223,12,124.07857117962,22458034475843472950022403182632280825,13,133.11959844788007,11830201545428930981673339768820450699200
6861,12,124.0836258803712,22536857607451081491273074913242691622,12,124.08109668580697,22497382762266326165878771825965845925,13,133.12233461261172,11852659579904774454623362172003082980025
6862,12,124.08615064875255,22576332452635836816667378000519537320,12,124.08362182362937,22536794235718471554782501061281406531,13,133.12507037822354,11875156962667040780789240943829048825950
6863,12,124.08867504898468,22615870669553202078552254939757668110,12,124.08614659319466,22576268988430283211278981868862106703,13,133.12780574483187,11897693756902759252344023444890330232481
6864,12,124.09119908117495,22655472350676120945825528010653229518,12,124.0886709946102,22615807112753278453330258544639448396,13,133.1305407125531,11920270025891189535555302426759192339184
6865,12,124.09372274543065,22695137588598963438320797476667010641,12,124.09119502798336,22655408701160259241516448987151585180,13,133.13327528150356,11942885833003942814008632685303831787580
6866,12,124.09624604185905,22734866476037667635125145966182436103,12,124.09371869342145,22695073846245453742668797599326347220,13,133.13600945179954,11965541241705103073250149134290983372760
6867,12,124.09876897056733,22774659105829881527581494333038524987,12,124.0962419910317,22734802640724658038060777988996940388,13,133.13874322355719,11988236315551348526992817931890309719980
6868,12,124.10129153166268,22814515570935105017102210677080109587,12,124.09876492092134,22774595177435377976283754846620622314,13,133.14147659689274,12010971118192073185030878709879306660368
6869,12,124.1038137252522,22854435964434832057920666507539596861,12,124.10128748319751,22814451549336971170933806627014299938,13,133.1442095719223,12033745713369508563007162464725927282682
6870,12,124.10633555144295,22894420379532692944907526388064893785,12,124.10380967796733,22854371849510789143236402964069443070,13,133.14694214876187,12056560164918845534178096271352941582620
6871,12,124.10885701034196,22934468909554596746578649812060344501,12,124.10633150533788,22894356171160319609735723103385499830,13,133.14967432752755,12079414536768356323321332674317011025690
6872,12,124.1113781020562,22974581647948873883421576520735189173,12,124.10885296541618,22934404607611328915175494047589672716,13,133.15240610833524,12102308892939516642931068397420396525520
6873,12,124.11389882669259,23014758688286418851667658993880705631,12,124.11137405830918,22974517252312004610698319572815015388,13,133.1551374913009,12125243297547127971846243891467986198236
6874,12,124.11641918435802,23055000124260833092636998414946395875,12,124.11389478412381,23014694198833098177490563792411893876,13,133.1578684765404,12148217814799439976456942211040801213624
6875,12,124.11893917515931,23095306049688568007783433037480897875,12,124.11641514296699,23054935540868067895999945515493482500,13,133.16059906416947,12171232508998273074634432774833213107500
6876,12,124.12145879920327,23135676558509068119566920559468313251,12,124.1189351349455,23095241372233221860853092273387701875,13,133.16332925430396,12194287444539141142530432720348706590000
6877,12,124.12397805659661,23176111744784914378280748845548924628,12,124.12145476016615,23135611786867861141600395566509428375,13,133.16605904705952,12217382685911374364391285812622094291875
6878,12,124.12649694744604,23216611702701967614961102124588420882,12,124.12397401873568,23176046878834423089415601617601492625,13,133.16878844255186,12240518297698242225532886208188603720250
6879,12,124.12901547185821,23257176526569512140506602631575349140,12,124.12649291076079,23216546742318624789877664704744527125,13,133.17151744089654,12263694344577076648622301809806205212875
6880,12,124.1315336299397,23297806310820399491135540558406171156,12,124.12901143634812,23257111471629606661962482989027715000,13,133.17424604220915,12286910891319395273412179474510949740000
6881,12,124.13405142179708,23338501150011192320308598127784627313,12,124.13152959560426,23297741161200076203372229647328535000,13,133.1769742466052,12310168002791024880074141957499977455000
6882,12,124.13656884753685,23379261138822308437244966608240719627,12,124.13404738863578,23338435905586451882330085070293301000,13,133.17970205420016,12333465743952224956277514187147305990000
6883,12,124.13908590726548,23420086372058164992159848146188138255,12,124.13656481554918,23379195799469007175968268889365273000,13,133.1824294651094,12356804179857811408159844272217599291000
6884,12,124.14160260108937,23460976944647322808351427403011003511,12,124.13908187645092,23420020937652014755437363654596993500,13,133.1851564794483,12380183375657280415335812541106964564000
6885,12,124.14411892911491,23501932951642630861265491151425013523,12,124.14159857144742,23460911415063890817865015097031907500,13,133.18788309733216,12403603396594932430091249904761561557500
6886,12,124.14663489144839,23542954488221370904665967205818119547,12,124.14411490064504,23501867326757339565292187075670892500,13,133.19060931887623,12427064308009996320909114919858593465000
6887,12,124.1491504881961,23584041649685402244039747335965346595,12,124.1466308641501,23542888767909497830715242529475699876,13,133.19333514419574,12450566175336753660474407106934264357500
6888,12,124.15166571946428,23625194531461306657364252142454993315,12,124.14914646206888,23583975833822079851362215029527140888,13,133.19606057340584,12474109064104663158305122349463740057376
6889,12,124.1541805853591,23666413229100533463366289255382845743,12,124.15166169450761,23625128619921522189331728855374796216,13,133.19878560662164,12497693039938485238156484564493267198264
6890,12,124.15669508598668,23707697838279544737400849655390895271,12,124.15417656157247,23666347221759128799723118902810751080,13,133.20151024395818,12521318168558406760345816293348641994480
6891,12,124.15920922145315,23749048454799960675078580407971039463,12,124.1566910633696,23707631735011216246386395167796029320,13,133.20423448553046,12544984515780165889145539412251452745560
6892,12,124.16172299186452,23790465174588705103770765648146049607,12,124.15920520000509,23748982255479259065420790043088696813,13,133.20695833145345,12568692147515177105391925807419248774880
6893,12,124.1642363973268,23831948093698151142120741253203402402,12,124.16171897158499,23790398879090035276550720210290711689,13,133.20968178184208,12592441129770656364457346597462337471693
6894,12,124.16674943794595,23873497308306267007690762296116093116,12,124.16423237821527,23831881701895772042508088510570207263,13,133.21240483681115,12616231528649746399733897317672628183382
6895,12,124.16926211382786,23915112914716761972873436081661978970,12,124.16674542000192,23873430820074291476549944832250701595,13,133.21512749647553,12640063410351642171776405406183198390645
6896,12,124.17177442507838,23956795009359232469196927331073256346,12,124.1692580970508,23915046329929156598240618762812440180,13,133.21784976094992,12663936841171716463252955351015449092240
6897,12,124.17428637180335,23998543688789308340153235899334072513,12,124.17177040946781,23956728327889817437627530516647407396,13,133.22057163034904,12687851887501645619851195969778261532420
6898,12,124.17679795410851,24040359049688799242678941282020737631,12,124.17428235735875,23998476910511757287939980468172206828,13,133.2232931047876,12711808615829535437288823500294908939816
6899,12,124.17930917209961,24082241188865841197417902095869268435,12,124.17679394082938,24040292174476639106940311492655736156,13,133.2260141843801,12735807092740047194576763480763081146644
6900,12,124.18182002588229,24124190203255043287895492699082800715,12,124.17930515998543,24082174216592452067056932244385101550,13,133.22873486924118,12759847384914523833683703792255736882800
6901,12,124.18433051556221,24166206189917634508734053153780499881,12,124.18181601493258,24124123133793658254428783483597268950,13,133.23145515948534,12783929559131116285750760724500121984350
6902,12,124.18684064124494,24208289246041610763039322823963730813,12,124.18432650577644,24166139023141339516990923599969281610,13,133.234175055227,12808053682264909944005189507983719253300
6903,12,124.18935040303602,24250439468941882009087722047958180017,12,124.1868366326226,24208221981823344461731003571410238130,13,133.23689455658058,12832219821288051283522180431583688534910
6904,12,124.19185980104093,24292656956060419556444440524506121905,12,124.1893463955766,24250372107154435601246495742457383060,13,133.23961366366046,12856428043269874627983911435155098773040
6905,12,124.19436883536513,24334941804966403511642385306554860751,12,124.19185579474394,24292589496576436649732635006770380100,13,133.24233237658092,12880678415377029063585157930897556156100
6906,12,124.196877506114,24377294113356370373552135606339341403,12,124.19436483023007,24334874247658379968531125233065889900,13,133.24505069545626,12904971004873605500234890565904326536200
6907,12,124.19938581339292,24419713979054360778573145979612792907,12,124.19687350214036,24377226458096654161369758083362741340,13,133.24776862040062,12929305879121263880203421691137392426100
6908,12,124.20189375730719,24462201500012067395776533875862844475,12,124.19938181058019,24419646225715151819423185736640054695,13,133.2504861515282,12953683105579360534364791449220755167440
6909,12,124.20440133796205,24504756774308982972129882015085634256,12,124.20188975565486,24462133648465417416325183449970441915,13,133.2532032889531,12978102751805075686184214634957395222135
6910,12,124.20690855546275,24547379900152548527934580580200826598,12,124.20439733746962,24504688824426795353262832362901674925,13,133.2559200327894,13002564885453541103600539818407365664050
6911,12,124.20941540991443,24590070975878301702606328797499978272,12,124.2069045561297,24547311851806578154283147479346785825,13,133.25863638315107,13027069574277967898953802650770267338975
6912,12,124.21192190142223,24632830099950025250929510115653170720,12,124.20941141174028,24590002828940154811942770344528258496,13,133.2613523401521,13051616886129774477108085798249614124800
6913,12,124.21442803009123,24675657370959895689916249886778082945,12,124.21191790440648,24632761854291159283431440572630611648,13,133.26406790390638,13076206888958714631920028568594142383296
6914,12,124.21693379602645,24718552887628632096401059200925554243,12,124.21442403423336,24675589026451619137300055073771087936,13,133.26678307452778,13100839650813005791203460009166772994944
6915,12,124.2194391993329,24761516748805645055502063328080020551,12,124.21692980132596,24718484444142104350924218576724188480,13,133.26949785213012,13125515239839457410340760064240544082880
6916,12,124.2219442401155,24804549053469185760079908079435852623,12,124.2194352057893,24761448206211876258834283846556269920,13,133.27221223682716,13150233724283599514691684282817268271360
6917,12,124.22444891847918,24847649900726495261325532312315435327,12,124.22194024772827,24804480411639036652042974853965201888,13,133.2749262287326,13174995172489811390950518566663824541280
6918,12,124.22695323452875,24890819389813953870608089770665668767,12,124.22444492724782,24847581159530677028501781065701023264,13,133.27763982796012,13199799652901450427602561541517789743168
6919,12,124.22945718836905,24934057620097230712714398475630314271,12,124.22694924445277,24890750549123027994817405992990499488,13,133.28035303462332,13224647234060981104631063322583490766432
6920,12,124.23196078010481,24977364691071433430611390958270129055,12,124.22945319944793,24933988679781608819359648157425341120,13,133.28306584883578,13249537984610104132625880728576481265920
6921,12,124.23446400984078,25020740702361258041863133759114916991,12,124.23195679233807,24977295651001377136892187711324473280,13,133.28577827071098,13274471973289885741445240376733906607040
6922,12,124.2369668776816,25064185753721138946834079806905360703,12,124.2344600232279,25020671562406878804857847082169030976,13,133.2884903003624,13299449268940887118582132564445231080320
6923,12,124.2394693837319,25107699945035399088810312531641690431,12,124.23696289222208,25064116513752397911449989198358587968,13,133.2912019379035,13324469940503293997386990411527400111296
6924,12,124.24197152809626,25151283376318400266170635864924792895,12,124.23946539942526,25107630604922106935601812096272404961,13,133.29391318344761,13349534057017046395298440400725758699264
6925,12,124.24447331087923,25194936147714693596739459633577180830,12,124.24196754494199,25151213935930217059025394006464111725,13,133.29662403710807,13374641687621968502234042212822031104225
6926,12,124.24697473218527,25238658359499170134453525260690249936,12,124.24446932887682,25194866606921128630432438369796129275,13,133.29933449899812,13399792901557898719293067606828495215950
6927,12,124.24947579211884,25282450112077211638474612151584370598,12,124.24697075133423,25238588718169581782068763642455211495,13,133.302044569231,13424987768164819847923500045198291345225
6928,12,124.25197649078434,25326311505984841494880460660713529702,12,124.24947181241868,25282380370080807198694678212106666460,13,133.30475424791987,13450226356882989429705568808840746556720
6929,12,124.25447682828613,25370242641888875791066243109320392945,12,124.25197251223454,25326241663190677039143476265966039020,13,133.30746353517785,13475508737253070236904263487052853223180
6930,12,124.25697680472848,25414243620587074542989009952674746871,12,124.25447285088619,25370172698165856010590386025317237700,13,133.31017243111802,13500834978916260913943406963318819262200
6931,12,124.25947642021569,25458314543008293075387633880032256043,12,124.25697282847793,25414173575803952595664397390009217300,13,133.31288093585343,13526205151614426769953997349344136499900
6932,12,124.26197567485197,25502455510212633555110870370055294787,12,124.259472445114,25458244397033670432535491720743337330,13,133.315589049497,13551619325190230722549661746734145717200
6933,12,124.26447456874148,25546666623391596677686249019367252245,12,124.26197170089866,25502385262914959848109892226544366090,13,133.3182967721617,13577077569587264392982197238454889054530
6934,12,124.26697310198834,25590947983868233507262605812190138401,12,124.26447059593603,25546596274639169544466049219713758230,13,133.3210041039604,13602579954850179352830307130681433420620
6935,12,124.26947127469666,25635299693097297470059162404666518573,12,124.2669691303303,25590877533529198438664170350818274350,13,133.32371104500592,13628126551124818522374773179901147178850
6936,12,124.27196908697044,25679721852665396501454154458514762797,12,124.26946730418548,25635229141039647656062201841894215900,13,133.32641759541104,13653717428658347720813437350251965453200
6937,12,124.27446653891371,25724214564291145346846107075135309695,12,124.27196511760566,25679651198756972677271262697071505516,13,133.3291237552885,13679352657799387368469499552093859669100
6938,12,124.27696363063039,25768777929825318016420951453199113875,12,124.27446257069482,25724143808399635638883629886266547108,13,133.33182952475096,13705032308998144341146770814790931174616
6939,12,124.27946036222438,25813412051251000393958273020131680643,12,124.2769596635569,25768707071818257788106468569482253556,13,133.33453490391108,13730756452806543976785654444677197721724
6940,12,124.28195673379956,25858117030683742999810077470781107731,12,124.2794563962958,25813341090995772091434597556611841755,13,133.33723989288143,13756525159878362234573760913246679975280
6941,12,124.28445274545973,25902892970371713908185557384950373708,12,124.28195276901538,25858045968047575997495676380493980895,13,133.33994449177456,13782338500969358006665195510803291817035
6942,12,124.28694839730863,25947739972695851818875438389406766522,12,124.28444878181944,25902821805221684354201296599334663113,13,133.34264870070294,13808196546937405582662691187183785797930
6943,12,124.28944368945004,25992658140170019283549580179478869932,12,124.28694443481177,25947668704898882480337556238519775789,13,133.345352519779,13834099368742627267016892483783120461043
6944,12,124.29193862198757,26037647575441156086761604120437964076,12,124.28943972809608,25992586769592879391728792631315828488,13,133.34805594911515,13860047037447526149497230040021640236832
6945,12,124.29443319502491,26082708381289432781794415609560099665,12,124.29193466177605,26037576101950461182108245323018668520,13,133.35075898882374,13886039624217119028888958832652956065320
6946,12,124.29692740866561,26127840660628404381480585896101530811,12,124.2944292359553,26082636804751644558829517163785357880,13,133.35346163901704,13912077200319069490071067077975974733840
6947,12,124.29942126301322,26173044516505164204131654628417703743,12,124.29692345073744,26127768980909830533552798231696738456,13,133.3561638998073,13938159837123821134629896595139760091720
6948,12,124.30191475817125,26218320052100497874710511025138669031,12,124.299417306226,26172972733471958268039913799571646308,13,133.35886577130674,13964287606104730965163449393371456830176
6949,12,124.30440789424314,26263667370729037481381108250705691755,12,124.30191080252447,26218248165618659075192354186712320916,13,133.36156725362747,13990460578838202923431489307171028476484
6950,12,124.30690067133231,26309086575839415887569862314699062595,12,124.30440393973633,26263595380664410575466541020128369900,13,133.36426834688163,14016678827003821582506681661357740797400
6951,12,124.30939308954211,26354577771014421199673183609269755291,12,124.30689671796496,26309014482057691008800681168887779100,13,133.3669690511812,14042942422384485993082148202377869167300
6952,12,124.31188514897588,26400141059971151390545686049651731483,12,124.30938913731373,26354505573381133702187656410101994280,13,133.36966936663828,14069251436866543684090948883546756946400
6953,12,124.31437684973687,26445776546561169078903715689201468687,12,124.31188119788598,26400068758351681693028493735692143240,13,133.37236929336473,14095605942439924817793136539956858940680
6954,12,124.31686819192832,26491484334770656464778937642710794135,12,124.31437289978496,26445704140820742508401058115529121880,13,133.3750688314725,14122006011198276499486165033692551083920
6955,12,124.31935917565343,26537264528720570421156817169892466391,12,124.31686424311391,26491411824774343100378706494815647800,13,133.37776798107348,14148451715339097241994566091808080205800
6956,12,124.32184980101532,26583117232666797741934927844969284983,12,124.31935522797602,26537191914333284937533738821707610325,13,133.3804667422794,14174943127163871585094944798302895853600
6957,12,124.3243400681171,26629042551000310546336116868230959642,12,124.32184585447442,26583044513753299252760578975179243345,13,133.38316511520208,14201480319078204870032478537124603463925
6958,12,124.3268299770618,26675040588247321839911654761282675940,12,124.32433612271223,26628969727425202447553715593045950935,13,133.3858630999532,14228063363591958169285239116099782707270
6959,12,124.32931952795246,26721111449069441232269593929519400946,12,124.32682603279247,26674967659875051652875529985894166195,13,133.38856069664448,14254692333319383371732792831692828658205
6960,12,124.33180872089203,26767255238263830811663657873144635698,12,124.32931558481816,26721038415764300446749235564453568900,13,133.39125790538748,14281367300979258423385668361678722824400
6961,12,124.33429755598341,26813472060763361176578080181835702497,12,124.33180477889228,26767182099889954728712250505707482100,13,133.39395472629374,14308088339395022723832417597243176393300
6962,12,124.3367860333295,26859762021636767624443909857963922895,12,124.33429361511773,26813398817184728751265422736796473436,13,133.39665115947486,14334855521494912678561129847748883875400
6963,12,124.33927415303312,26906125226088806497622396979131372355,12,124.33678209359739,26859688672717201308453623725552272268,13,133.3993472050423,14361668920312097407312395270485680348836
6964,12,124.34176191519705,26952561779460411686791170232710472443,12,124.3392702144341,26906051771691972081713325032328254326,13,133.4020428631074,14388528608984814608620848894211232621104
6965,12,124.34424931992405,26999071787228851291869015433092690561,12,124.34175797773062,26952488219449818143122869099693124030,13,133.40473813378162,14415434660756506580702562219243560875430
6966,12,124.34673636731678,27045655355007884440615161766492257093,12,124.34424538358971,26998998121467850616191243334550230370,13,133.40743301717626,14442387148975956398845685088343253999460
6967,12,124.34922305747793,27092312588547918265039080198434283817,12,124.34673243211407,27045581583359671494321264171360381738,13,133.41012751340259,14469386147097424249461876331677804229830
6968,12,124.35170939051008,27139043593736165035756896225508185897,12,124.34921912340634,27092238710875530617083175495405281764,13,133.41282162257184,14496431728680783920956197595849164611568
6969,12,124.35419536651582,27185848476596799454430616955611090031,12,124.35170545756915,27138969609902482804434763551456002388,13,133.4155153447952,14523523967391659451573280771344569893332
6970,12,124.35668098559766,27232727343291116104426470359766177675,12,124.35419143470504,27185774386464545149024188265830459420,13,133.41820868018385,14550662937001561934377715534896025895720
6971,12,124.35916624785807,27279680300117687059828752453701895931,12,124.35667705491656,27232653146722854466711828768659883980,13,133.4209016288488,14577848711388026479526739723161856355140
6972,12,124.36165115339949,27326707453512519652945676138743907883,12,124.35916231830615,27279605996975824905447538818261021711,13,133.42359419090116,14605081364534749333993451551930516239120
6973,12,124.3641357023243,27373808910049214400443813459226794056,12,124.36164722497627,27326633043659305712639805800852478723,13,133.42628636645185,14632360970531725158898899090748777260831
6974,12,124.36661989473485,27420984776439123088247821117601109390,12,124.36413177502929,27373734393346739161153405006484514021,13,133.42897815561187,14659687603575384464611538896549629739554
6975,12,124.36910373073344,27468235159531507015342237228717704760,12,124.36661596856756,27420910152749318634072238965995904825,13,133.4316695584921,14687061337968731203772692301556114253575
6976,12,124.37158721042232,27515560166313695396612235491439504696,12,124.36909980569338,27468160428716146868364149774093542800,13,133.43436057520339,14714482248121480522406764540522110158400
6977,12,124.37407033390372,27562959903911243924860321208785466593,12,124.37158328650902,27515485328234394357584590520294421840,13,133.43705120585653,14741950408550196669275128690296203701200
6978,12,124.37655310127977,27610434479588093492136051897276511347,12,124.37406641111667,27562884958429457913756140202499924720,13,133.4397414505623,14769465893878431063632713280816498123040
6979,12,124.37903551265262,27657984000746729070515963592053097975,12,124.37654917961851,27610359426565119388560944807413086640,13,133.44243130943138,14797028778836860521546469421018998047760
6980,12,124.38151756812435,27705608574928338752470982376693109311,12,124.37903159211666,27657908840043704553983265607885095400,13,133.44512078257443,14824639138263425640935030365826411134400
6981,12,124.38399926779698,27753308309812972950958699145501123223,12,124.3815136487132,27705533306406242142539414149611974600,13,133.44780987010208,14852297047103469345489013631434296229800
6982,12,124.38648061177253,27801083313219703759377984141390271847,12,124.38399534951017,27753232933332623047232451878420488760,13,133.45049857212487,14880002580409875587631553045583908204400
6983,12,124.38896160015292,27848933693106784471523516404360054935,12,124.38647669460956,27801007828641759681369130894708115480,13,133.45318688875332,14907755813343208210678785497462328693160
6984,12,124.39144223304007,27896859557571809261677901914011994391,12,124.38895768411331,27848858100291745498376650913459764560,13,133.4558748200979,14935556821171849970360154628357036808640
6985,12,124.39392251053583,27944861014851873024979152914564224223,12,124.39143831812333,27896783856380014671756906156678109200,13,133.45856236626904,14963405679272141715858531279270496573200
6986,12,124.39640243274202,27992938173323731378201399672450339247,12,124.3939185967415,27944785205143501935315994610059258800,13,133.4612495273771,14991302463128521730530288185427174682400
6987,12,124.39888199976043,28041091141503960821086804734841419695,12,124.39639852006961,27992862254958802583806860837345382256,13,133.46393630353242,15019247248333665232465604180037233941200
6988,12,124.40136121169276,28089320028049119058366748632337457135,12,124.39887808820944,28041015114342332634123042364015127753,13,133.46662269484528,15047240110588624035049411040874579323456
6989,12,124.40384006864072,28137624941755905482610454900659786518,12,124.40135730126272,28089243891950489147181588516855629621,13,133.4693087014259,15075281125702966367683534083238594451209
