n,min_k_for_aggregated_combinations,log_sum_of_combinations_min_k_aggregated_combinations,sum_of_combinations_min_k_aggregated_combinations,min_k,log_combinations_min_k,combinations_min_k,max_k,log_combinations_max_k,combinations_max_k
1,1,0.0,1,1,0.0,1,1,0.0,1
2,2,1.584962500721156,3,2,0.0,1,2,0.0,1
3,3,2.807354922057604,7,3,0.0,1,3,0.0,1
4,4,3.9068905956085187,15,4,0.0,1,4,0.0,1
5,5,4.954196310386875,31,5,0.0,1,5,0.0,1
6,6,5.977279923499917,63,6,0.0,1,6,0.0,1
7,7,6.9886846867721655,127,7,0.0,1,7,0.0,1
8,8,7.994353436858858,255,8,0.0,1,8,0.0,1
9,9,8.997179480937621,511,9,0.0,1,9,0.0,1
10,10,9.99859042974533,1023,10,0.0,1,10,0.0,1
11,11,10.99929538702341,2047,11,0.0,1,11,0.0,1
12,12,11.99964773652837,4095,12,0.0,1,12,0.0,1
13,13,12.999823879015725,8191,13,0.0,1,13,0.0,1
14,14,13.99991194219542,16383,14,0.0,1,14,0.0,1
15,15,14.999955971769559,32767,15,0.0,1,15,0.0,1
16,16,15.999977986052736,65535,16,0.0,1,16,0.0,1
17,17,16.999988993068357,131071,17,0.0,1,17,0.0,1
18,18,17.999994496544677,262143,18,0.0,1,18,0.0,1
19,19,18.999997248274962,524287,19,0.0,1,19,0.0,1
20,20,19.999998624138136,1048575,20,0.0,1,20,0.0,1
21,21,20.99999931206923,2097151,21,0.0,1,21,0.0,1
22,22,21.999999656034657,4194303,22,0.0,1,22,0.0,1
23,23,22.999999828017337,8388607,23,0.0,1,23,0.0,1
24,24,23.999999914008672,16777215,24,0.0,1,24,0.0,1
25,25,24.999999957004338,33554431,25,0.0,1,25,0.0,1
26,26,25.999999978502167,67108863,26,0.0,1,26,0.0,1
27,27,26.999999989251084,134217727,27,0.0,1,27,0.0,1
28,28,27.999999994625544,268435455,28,0.0,1,28,0.0,1
29,29,28.99999999731277,536870911,29,0.0,1,29,0.0,1
30,30,29.999999998656385,1073741823,30,0.0,1,30,0.0,1
31,31,30.999999999328193,2147483647,31,0.0,1,31,0.0,1
32,32,31.999999999664098,4294967295,32,0.0,1,32,0.0,1
33,33,32.99999999983205,8589934591,33,0.0,1,33,0.0,1
34,34,33.99999999991602,17179869183,34,0.0,1,34,0.0,1
35,35,34.999999999958014,34359738367,35,0.0,1,35,0.0,1
36,36,35.999999999979,68719476735,36,0.0,1,36,0.0,1
37,37,36.999999999989505,137438953471,37,0.0,1,37,0.0,1
38,38,37.99999999999475,274877906943,38,0.0,1,38,0.0,1
39,39,38.99999999999738,549755813887,39,0.0,1,39,0.0,1
40,40,39.999999999998685,1099511627775,40,0.0,1,40,0.0,1
41,41,40.999999999999346,2199023255551,41,0.0,1,41,0.0,1
42,42,41.99999999999967,4398046511103,42,0.0,1,42,0.0,1
43,43,42.99999999999984,8796093022207,43,0.0,1,43,0.0,1
44,44,43.999999999999915,17592186044415,44,0.0,1,44,0.0,1
45,45,44.99999999999996,35184372088831,45,0.0,1,45,0.0,1
46,46,45.99999999999998,70368744177663,46,0.0,1,46,0.0,1
47,47,46.99999999999999,140737488355327,47,0.0,1,47,0.0,1
48,48,47.99999999999999,281474976710655,48,0.0,1,48,0.0,1
49,49,49.0,562949953421311,49,0.0,1,49,0.0,1
50,50,50.0,1125899906842623,50,0.0,1,50,0.0,1
51,51,51.0,2251799813685247,51,0.0,1,51,0.0,1
52,52,52.0,4503599627370495,52,0.0,1,52,0.0,1
53,53,53.0,9007199254740991,53,0.0,1,53,0.0,1
54,54,54.0,18014398509481983,54,0.0,1,54,0.0,1
55,55,55.0,36028797018963967,55,0.0,1,55,0.0,1
56,56,56.0,72057594037927935,56,0.0,1,56,0.0,1
57,57,57.0,144115188075855871,57,0.0,1,57,0.0,1
58,58,58.0,288230376151711743,58,0.0,1,58,0.0,1
59,59,59.0,576460752303423487,59,0.0,1,59,0.0,1
60,60,60.0,1152921504606846975,60,0.0,1,60,0.0,1
61,61,61.0,2305843009213693951,61,0.0,1,61,0.0,1
62,62,62.0,4611686018427387903,62,0.0,1,62,0.0,1
63,63,63.0,9223372036854775807,63,0.0,1,63,0.0,1
64,64,64.0,18446744073709551615,64,0.0,1,64,0.0,1
65,65,65.0,36893488147419103231,65,0.0,1,65,0.0,1
66,66,66.0,73786976294838206463,66,0.0,1,66,0.0,1
67,67,67.0,147573952589676412927,67,0.0,1,67,0.0,1
68,68,68.0,295147905179352825855,68,0.0,1,68,0.0,1
69,69,69.0,590295810358705651711,69,0.0,1,69,0.0,1
70,70,70.0,1180591620717411303423,70,0.0,1,70,0.0,1
71,71,71.0,2361183241434822606847,71,0.0,1,71,0.0,1
72,72,72.0,4722366482869645213695,72,0.0,1,72,0.0,1
73,73,73.0,9444732965739290427391,73,0.0,1,73,0.0,1
74,74,74.0,18889465931478580854783,74,0.0,1,74,0.0,1
75,75,75.0,37778931862957161709567,75,0.0,1,75,0.0,1
76,76,76.0,75557863725914323419135,76,0.0,1,76,0.0,1
77,77,77.0,151115727451828646838271,77,0.0,1,77,0.0,1
78,78,78.0,302231454903657293676543,78,0.0,1,78,0.0,1
79,79,79.0,604462909807314587353087,79,0.0,1,79,0.0,1
80,80,80.0,1208925819614629174706175,80,0.0,1,80,0.0,1
81,81,81.0,2417851639229258349412351,81,0.0,1,81,0.0,1
82,82,82.0,4835703278458516698824703,82,0.0,1,82,0.0,1
83,83,83.0,9671406556917033397649407,83,0.0,1,83,0.0,1
84,84,84.0,19342813113834066795298815,84,0.0,1,84,0.0,1
85,85,85.0,38685626227668133590597631,85,0.0,1,85,0.0,1
86,86,86.0,77371252455336267181195263,86,0.0,1,86,0.0,1
87,87,87.0,154742504910672534362390527,87,0.0,1,87,0.0,1
88,88,88.0,309485009821345068724781055,88,0.0,1,88,0.0,1
89,89,89.0,618970019642690137449562111,89,0.0,1,89,0.0,1
90,90,90.0,1237940039285380274899124223,90,0.0,1,90,0.0,1
91,91,91.0,2475880078570760549798248447,91,0.0,1,91,0.0,1
92,92,92.0,4951760157141521099596496895,92,0.0,1,92,0.0,1
93,93,93.0,9903520314283042199192993791,93,0.0,1,93,0.0,1
94,94,94.0,19807040628566084398385987583,94,0.0,1,94,0.0,1
95,95,95.0,39614081257132168796771975167,95,0.0,1,95,0.0,1
96,96,96.0,79228162514264337593543950335,96,0.0,1,96,0.0,1
97,97,97.0,158456325028528675187087900671,97,0.0,1,97,0.0,1
98,98,98.0,316912650057057350374175801343,98,0.0,1,98,0.0,1
99,99,99.0,633825300114114700748351602687,99,0.0,1,99,0.0,1
100,100,100.0,1267650600228229401496703205375,100,0.0,1,100,0.0,1
101,101,101.0,2535301200456458802993406410751,101,0.0,1,101,0.0,1
102,102,102.0,5070602400912917605986812821503,102,0.0,1,102,0.0,1
103,103,103.0,10141204801825835211973625643007,103,0.0,1,103,0.0,1
104,104,104.0,20282409603651670423947251286015,104,0.0,1,104,0.0,1
105,105,105.0,40564819207303340847894502572031,105,0.0,1,105,0.0,1
106,106,106.0,81129638414606681695789005144063,106,0.0,1,106,0.0,1
107,107,107.0,162259276829213363391578010288127,107,0.0,1,107,0.0,1
108,108,108.0,324518553658426726783156020576255,108,0.0,1,108,0.0,1
109,109,109.0,649037107316853453566312041152511,109,0.0,1,109,0.0,1
110,110,110.0,1298074214633706907132624082305023,110,0.0,1,110,0.0,1
111,111,111.0,2596148429267413814265248164610047,111,0.0,1,111,0.0,1
112,112,112.0,5192296858534827628530496329220095,112,0.0,1,112,0.0,1
113,113,113.0,10384593717069655257060992658440191,113,0.0,1,113,0.0,1
114,114,114.0,20769187434139310514121985316880383,114,0.0,1,114,0.0,1
115,115,115.0,41538374868278621028243970633760767,115,0.0,1,115,0.0,1
116,116,116.0,83076749736557242056487941267521535,116,0.0,1,116,0.0,1
117,117,117.0,166153499473114484112975882535043071,117,0.0,1,117,0.0,1
118,118,118.0,332306998946228968225951765070086143,118,0.0,1,118,0.0,1
119,119,119.0,664613997892457936451903530140172287,119,0.0,1,119,0.0,1
120,120,120.0,1329227995784915872903807060280344575,120,0.0,1,120,0.0,1
121,121,121.0,2658455991569831745807614120560689151,121,0.0,1,121,0.0,1
122,122,122.0,5316911983139663491615228241121378303,122,0.0,1,122,0.0,1
123,123,123.0,10633823966279326983230456482242756607,123,0.0,1,123,0.0,1
124,124,124.0,21267647932558653966460912964485513215,124,0.0,1,124,0.0,1
125,125,125.0,42535295865117307932921825928971026431,125,0.0,1,125,0.0,1
126,126,126.0,85070591730234615865843651857942052863,126,0.0,1,126,0.0,1
127,127,127.0,170141183460469231731687303715884105727,127,0.0,1,127,0.0,1
128,128,128.0,340282366920938463463374607431768211455,128,0.0,1,128,0.0,1
129,64,128.0,340282366920938463463374607431768211455,129,0.0,1,129,0.0,1
130,60,127.78247863115071,292657048449127296150456426000673838611,130,0.0,1,130,0.0,1
131,58,127.8228754527898,300967529459678594956677020658192308823,131,0.0,1,131,0.0,1
132,56,127.64615844616249,266270174914570325667719501807509611487,63,127.9540079686482,329605510625933389710129901150456368000,64,128.06253242542638,355355941143584435781233799677835771750
133,55,127.8422887620424,305044803931323534825154363750525905375,59,127.93016150880666,324202204995622873031897942842152468000,60,128.2327242788271,399849386161268210072674129505321377200
134,54,127.96091755058713,331187895442901917919491738959615861631,57,127.99334199911948,338715590558972151248646019353801161760,58,128.4021475446868,449674146086911304243892129142115335440
135,52,127.29195499537033,208303544661224377318341412301351602103,55,127.79929147046595,296087557375187194531131415652263868520,56,128.3138646432957,422982224821695992187330593788948383600
136,52,127.96473113020065,332064506332080386328499057668983038007,54,127.97071201773824,333443982108762453341292229611402248800,55,128.54690430883167,497134664234882203163381142329726989120
137,51,127.84978839301172,306634661733460243810963900875377944655,52,127.37480426716205,220615883232008884918498591807993576560,53,128.05627474873654,353817925938127456944761892522253849200
138,50,127.65701019220306,268280572622961124678004582804815653311,51,127.31456019153048,211593100517628409272272907620176678080,52,128.0570639692381,354011533558339838590148903133757134480
139,49,127.38651178651344,222413472516225729563109603581105462303,51,127.97406964561668,334220920135799419191431069990960889240,52,128.73306154611288,565604634075968247862421810753933812560
140,49,127.99211239178534,338427026637159509196362874019021128407,50,127.80819147723707,297919771506817459803597732800931429360,51,128.62761923159525,525740773247324929065172469648702522400
141,48,127.62440736025208,262285809359552725187767125590496729815,49,127.56024242315489,250876061768163293312871956073407379000,50,128.43994818943716,461611953653420459695684399175069577360
142,47,127.17970203372654,192710399514456591548028954906355741631,48,127.23095172398911,199679208165509059125024373182197271000,49,128.17083073155155,383058072807303093015352879165847826000
143,47,127.74184965622234,284530251745287553222361384415390756863,48,127.82096745243655,300569755449134688998720898579517997400,49,128.77611321665228,582737280972812152140377252348045097000
144,46,127.20170715932136,195672302133660363925693198945916372627,47,127.39097961169173,223103323632347398019669120595106142400,48,128.4059299531577,450854633173702033498081347869276996100
145,46,127.74091547802611,284346071504868404311341003320710411655,47,127.95617885759145,330101856394799721559714515166228476000,48,128.98592620098552,673957956806049431517750468464383138500
146,45,127.10647594273591,183173187086840406534457842565467930431,46,127.42737945829478,228803933190011685792198081118248464880,47,128.51664679639185,486816879127684437855740598123932904000
147,45,127.62359764476668,262138642225754698747716559077080124383,46,127.96884032037934,333011665137937800113397207172104201360,47,129.0724629514535,715620812317696123647938679242181368880
148,44,126.89593290774926,158300444009606690460473651753140345007,45,127.3429297729106,215795109105185659924996020029286636480,46,128.5058683440368,483193396474654847223360653543837468640
149,44,127.39178563239265,223228004271777278068785564070531664615,45,127.86165857523167,309167992852621762777157759465035661880,46,129.03853633731575,698988505579840507148356673573124105120
150,44,127.88382741707909,313955440178145229233074945513190902711,44,127.1401643898279,187500804290673575808249315039442113000,45,128.37623174806143,441668561218031089681653942092908088400
151,43,127.04725304080927,175806137300273799040651542613521383423,44,127.63710214275183,264603938765343083617249033373418309000,45,128.8867160328233,629169365508704665489903257132350201400
152,43,127.51902886991203,243810669918370786237238664223057529847,43,126.82138944789232,150328843226521792663282495345006936000,44,128.13014215403194,372405543447519895461313454377403546000
153,43,127.9872678303206,337292496610219779811194833101108123695,43,127.29741757706032,209093754669616675249838379888964192800,44,128.61934567194768,522734386674041688124595949722410482000
154,42,127.04389332728665,175397200540724073665568308809644075391,43,127.7697882514051,290094038010098810706982977503607979200,44,129.10477249911793,731828141343658363374434329611374674800
155,42,127.49280532229051,239419011488285211077562795899152944483,42,126.84464352690865,152771552096816416984990640412574840500,43,128.23855773462174,401469427603261746960556799223743185500
156,42,127.93843370340701,326066470879754005170134951385731048467,42,127.29715573160615,209055808132485623242618771090891887000,43,128.7037809910688,554240979700078163945547439636318026000
157,41,126.89018044302652,157670508611368101453380287669526503335,42,127.74628642955341,285406625015654285644270844011043706600,43,129.16551172579568,763296787832563787188166210727209913000
158,41,127.31736001470661,212004135751551030518317683541950974971,41,126.7140388857983,139548951046557754165589546187539495800,42,128.19208618260294,388743506486839458032713735808145738300
159,41,127.74148995817498,284459320456544306871045820896362454143,41,127.14427879172081,188036298444090533155328286812023557900,42,128.6346044183039,528292457533397212198303281995685234100
160,40,126.59009234923755,128060428594590641050187507166215894387,41,127.57138912330024,252821913874407439536575847814485456000,42,129.0738894638294,716328755977487745353631568807708792000
161,40,126.99659449949833,169740036615425406925378266329149257975,41,127.99541540580633,339202734448163314711572595817767986800,42,129.5099885786361,969150669851895184890207416622194248000
162,40,127.40026326934213,224543609492216963411298049777897793151,40,126.84321683847156,152620550210317080091739952677253418800,41,128.41640217141637,454139198186797165151031078698168709600
163,40,127.80113751994351,296466668774116846730856146878542167503,40,127.2494304873634,202253249465704748414257010458474042800,41,128.83439298808455,606759748397114245242771031375422128400
164,39,126.53408078743621,123183854918209761660857301724499461407,40,127.6527861815946,267496233164319183386597981574110830800,41,129.24943048736338,809012997862818993657028041833896171200
165,39,126.91825609315934,160768915223837384638003249345283456959,39,126.39797228256577,112093659611714705419145820850103586240,40,128.05332411117834,353095027776901322070309335677826296656
166,39,127.2998333379878,209444170835960063856860677840463327679,39,126.78432702714053,146516122012162528343135482371001537920,40,128.45108361902533,465188687388616027489455156527929882896
167,39,127.67884717029251,272372219659757599370585873309925117439,39,127.16803131961458,191157752937743298697684574655916069005,40,128.84610322472722,611704809400778555832590638898931420816
168,38,126.29866144288367,104637054648896906390688656132973703914,39,127.5491214869701,248949631732874993652798515830960461960,40,129.238420647506,802862562338521854530275213554847489821
169,38,126.66183046443649,134589219777931314685537757516659269241,39,127.92763311022382,323634521252737491748638070580248600548,40,129.6280728283649,1051812194071396848183073729385807951781
170,38,127.02261484963174,172829230938635437171099295547595672671,38,126.54460914432786,124086102007035020257545131155855205970,39,128.30360104482406,419983729869964683948614290065971466360
171,38,127.38104552878004,221572359870235854084653459939336139373,38,126.90717922371257,159539274009045026045415168628956693390,39,128.6770594403515,544069831876999704206159421221826672330
172,38,127.73715284088638,283605445731426682123891751249715585357,38,127.2673547879569,204781754698177197610532903016272770620,39,129.04804175955243,703609105886044730251574589850783365720
173,37,126.2333413309436,100005110373678720810419545988231071819,38,127.6251674185428,262424026390997445826831053494927328276,39,129.41658079673138,908390860584221927862107492867056136340
174,37,126.57452311818074,126685860432225802345695121146997154856,38,127.98064807314118,335748386706129085101975024324392317059,39,129.78270869552927,1170814886975219373688938546361983464616
175,37,126.91354182631724,160244431121145727071864323138323448047,37,126.4732301586784,118096200761438612923311854001756527475,38,128.33382710201298,428875676449434962721500943480063178725
176,37,127.25042458628006,202392661480852841220416792274890368620,37,126.8137207045922,149531880100814358809373282764814020400,38,128.68473426387212,546971877210873575644812797481819706200
177,37,127.58519802603865,255253442860891323631460301784966716841,37,127.15204323773023,189051019841743867923279078924086297220,38,129.0333987412316,696503757311687934454186080246633726600
178,37,127.91788828278554,321455865880038779339641524645847136463,37,127.48822531629783,238660152708017081491799120911257878760,38,129.37984915525303,885554777153431802377465159170720023820
179,36,126.28157815963031,103405330215898099814018839344414138547,37,127.8222939740574,300846248836162377373465089036022255620,38,129.7241135801185,1124214929861448883869264280081977902580
180,36,126.60029555232411,128969323320341598489448809497689651515,36,126.19380409779532,97301671389318251423236086488923281975,37,128.1542757336087,378687585947616978512053958227160881200
181,36,126.91707161483885,160636975251364945555661532506456021056,36,126.5137408948636,121459327734252437983487804513759407155,37,128.4841966192496,475989257336935229935290044716084163175
182,36,127.23192977155091,199814622768477453127835260499152634958,36,126.83171097618228,151408203065985915842430002887015151385,37,128.81208216943335,597448585071187667918777849229843570330
183,36,127.54489302812483,248221042470968990413240518111290118532,36,127.14773846962996,188487763000513078905882248491998453765,37,129.13795744883737,748856788137173583761207852116858721715
184,36,127.85598398132926,307954321941424901920598787730581783300,36,127.46184706005802,234336137784421665666772525152214293870,37,129.461847060058,937344551137686662667090100608857175480
185,35,126.0911409986738,90618241064079090198902116395126156181,36,127.77406000011217,290954265034349047975522933913823116550,37,129.78377515494537,1171680688922108328333862625761071469350
186,35,126.38911342735186,111407458519914408883678728650934764391,35,126.01592038284156,86014558881677758288922806423265323992,36,128.08440012072433,360783288642592819489648438053140664522
187,35,126.68533961308036,136800358158151059478434650878604204791,35,126.31488732928561,105820542834695663158082663165464576227,36,128.3928898412869,446797847524270577778571244476405988514
188,35,126.97983984885306,167780173481606455798786638591743833356,35,126.6120883382706,130027856555050880220389154739263662292,36,128.69955117952094,552618390358966240936653907641870564741
189,35,127.27263407770778,205532490408162031377184122444224004421,35,126.90754422179675,159579642135744262088659417180005403722,36,129.00440576104936,682646246914017121157043062381134227033
190,35,127.5637419006636,251485338680579800665708827708442605121,35,127.20127542485348,195613754876073611592550253317425978756,36,129.3074748286854,842225889049761383245702479561139630755
191,35,127.85318258443718,307356922485085989738867402099459231487,35,127.49330203402697,239501456290577306501135246048899756041,36,129.60877925144692,1037839643925834994838252732878565609511
192,34,125.95256300451013,82318887993028794962472378268561680438,35,127.7836437858565,292893500686565878014127179881457026496,36,129.90833953330582,1277341100216412301339387978927465365552
193,34,126.22974752927577,99756304314982870111688735677306930957,34,125.88872013660809,78755497059857993232442842930468999840,35,128.07232007494747,357774972357640597827383200741273456416
194,34,126.50537575978962,120757111570107746990934628424144862075,34,126.16670488390785,95491040185077816794336947053193662306,35,128.35934996185026,436530469417498591059826043671742456256
195,34,126.77946503838189,146023182955137677187532309795096061845,34,126.44311831954285,115656849913603566924818041461942634470,35,128.6447521807125,532021509602576407854162990724936118562
196,34,127.05203242019175,176389515996671787450246578128249489221,34,126.71797816077343,139930509772014192081878618065066397260,35,128.92854514671308,647678359516179974778981032186878753032
197,34,127.32309467943648,212848522221329382818614538191432581183,34,126.99130182599873,169118468865563164663374771526491289940,35,129.21074696328483,787608869288194166860859650251945150292
198,34,127.59266831551176,256578575577095600973854304856373872427,34,127.26310644146025,204179614849887235386269541233202898830,35,129.49137542913337,956727338153757331524234421778436440232
199,34,127.86076955892888,308977536304303966561439068479544846025,34,127.5334088477581,246252990031076120253743264881256829498,35,129.77044804505894,1160906953003644566910503963011639339062
200,33,125.81845578674178,75011733142500342683902022823306561953,34,127.80222560618589,296690349435031470185232849254526300600,35,130.04798202058785,1407159943034720687164247227892896168560
201,33,126.07515127150921,89619443046730805210331489510961062707,33,125.76471842336234,72269099231501463759833236805155144650,34,128.06957300489077,357094372673301350342705405390178361800
202,33,126.33047097711716,106969786861960146660829742216766980765,33,126.02205046983195,86380816832918909346072862926871829700,34,128.3354670648638,429363471904802814102538642195333506450
203,33,126.58442954887471,127558756891001383975586621506662131831,33,126.27799545087943,103148857747544344689722301024441067230,34,128.59992354576679,515744288737721723448611505122205336150
204,33,126.83704140013414,151968656034458423261450941988883196433,33,126.53256827796503,123054777663737112963177481923894606520,34,128.86295795160058,618893146485266068138333806146646403380
205,33,127.08832071714215,180882534405179733559724402053871786347,33,126.78578362276838,146664124541082024171228975548827874050,34,129.12458553622014,741947924149003181101511288070541009900
206,33,127.3382814637658,215100944269277442948219828558915698645,33,127.03765592231487,174640518239669924735683057589933769100,34,129.38482130870125,888612048690085205272740263619368883950
207,33,127.5869373860968,255561370298884961160756599527897628191,33,127.28819938396546,207761995836848703564864327132852242550,34,129.64368003856384,1063252566929755130008423321209302653050
208,33,127.8343020169382,303360744760921218756648871922943013833,33,127.53742799027422,246939972194654459094238743106475808288,34,129.90117626085623,1271014562766603833573287648342154895600
209,32,125.64556788902732,66540300346035808244650493300470197037,33,127.78535550371781,293241216981152170174408507438940022342,34,130.15732428110476,1517954534961258292667526391448630703888
210,32,125.88234974411796,78408509390500872897462112332663440757,32,125.600656159693,64500781872639641316214402226618877510,33,128.03199547130095,347913308282722913766247381707216975660
211,32,126.11792392736028,92316236908362104478709822438708004005,32,125.83793957113592,76031647905737230825258317708472531590,33,128.27736122904173,412414090155362555082461783933835853170
212,32,126.35230268062222,108600825910986978132161327168943476421,32,126.07400692936945,89548385311201627416415351967756537206,33,128.52146590634067,488445738061099785907720101642308384760
213,32,126.58549806096262,127653266510772328847907302370130415637,32,126.30887066251208,105380144040253848838102044028354378038,33,128.76432243023683,577994123372301413324135453610064921966
214,32,126.81752194432062,149926388981290808857712560711906453237,32,126.54254300871453,123908521014364415666779326494878224726,33,129.00594352955477,683374267412555262162237497638419300004
215,32,127.04838602911369,175944256948217202048645794928934681749,32,126.77503602001995,145575584798296991083921066646988078230,33,129.24634173894555,807282788426919677829016824133297524730
216,32,127.27810183974734,206312929098137413013370523210881285269,32,127.0063615661264,170893077806696467794168208672551222270,33,129.48552940282497,952858373225216668912937890780285602960
217,32,127.5066807300388,241732780389578358232572837749211348269,32,127.23653133805458,200452961535422343304510817740235758014,33,129.72351867921245,1123751451031913136707106099452836825230
218,32,127.7341338865573,283012599243734373160634857758186938525,32,127.46555685172346,234939492552269198066577194985867716382,33,129.96032154347304,1324204412567335480011616917193072583244
219,32,127.9604723318834,331085705935199548254692520530506160669,32,127.693449451437,275143042079930237307916608031577699934,33,130.1959497919662,1559143905119604678078194112178940299626
220,31,125.61294333556853,65052469484167517670927721503120291695,32,127.92022031328403,321975900306301341530540711526314329710,33,130.4304150456032,1834286947199534915386110720210517999560
221,31,125.8295444585175,75590500821236395505996698197552442911,31,125.57602484012344,63408899107941049493288329488000416032,32,128.1458804484544,376490338453399981366399456335002470190
222,31,126.04510197758005,87772102534531741518705066907104469791,31,125.7930118784378,73700395821795355955549786106471687744,32,128.37044070647354,439899237561341030859687785823002886222
223,31,126.25962589196648,101843809247268127081860347707737251839,31,126.00894927763694,85599938897189397802539595321579095661,32,128.5939117783581,513599633383136386815237571929474573966
224,31,126.47312605808386,118087679597346856361181100093895408018,31,126.22384716242647,99349151880675777760460462963905271648,32,128.81630419969454,599199572280325784617777167251053669627
225,31,126.68561219223602,136826207314017934961901737223885544389,31,126.43771551145637,115224531820371391732492804983910753200,32,129.0376283536435,698548724161001562378237630214958941275
226,31,126.89709387326026,158427882807664478191310669463860335579,31,126.65056416012196,133542277904635561700222430391609385760,32,129.25789447387157,813773255981372954110730435198869694475
227,31,127.10758054510251,183313487710693394682398908536111285399,31,126.86240280329766,154663760634450369928318835198445564120,32,129.47711264741287,947315533886008515810952865590479080235
228,31,127.31708151933273,211963214786936419436478981873777006679,31,127.07324099800603,179001712815506011896734489468251718880,32,129.69529281746242,1101979294520458885739271700788924644355
229,31,127.52560597760205,244924716758366826976223474279302294479,31,127.28308816602336,207027233508842811739152515597119412240,32,129.91244478610298,1280981007335964897636006190257176363235
230,31,127.73316297404337,282822200007890842213294432961485176719,31,127.49195359642408,239277707070521842713593359735364144800,32,130.12857821696772,1488008240844807709375158705854295775475
231,31,127.93976143761691,326366692945259841712995506187606208639,31,127.69984644806541,276365751666452728334200330494345587244,32,130.34370263784015,1727285947915329552088752065589659920275
232,30,125.43184495972902,57378308917514552238385325290378391027,31,127.90677575201407,318989325306552402853405356590488439008,32,130.557827443193,2003651699581782280422952396084005507519
233,30,125.62948871466571,65802810486003735722040125559444199831,30,125.40161080711825,56188360159226162166759666650077988464,31,128.11275041391656,367943132655577771608135881611801021232
234,30,125.82623426296166,75417260812781309277320584468810411199,30,125.59955018473016,64451354300288833073636088216265927944,31,128.3177792163148,424131492814803933774895548261879009696
235,30,126.02208972620453,86383167325273785481005080721354894455,30,125.79658703178971,73883259807648174499046247467426795448,31,128.52187082090828,488582847115092766848531636478144937640
236,30,126.2170631164496,98883074842899396462963913975282993463,30,125.99272955396833,84642957837888199911528710690838464688,31,128.72503377076467,562466106922740941347577883945571733088
237,30,126.41116233817726,113123191847910593014399117259727522239,30,126.18798584536727,96910053176712576710300987602554184208,31,128.9272764924797,647109064760629141259106594636410197776
238,30,126.60439519020704,129336330519108609318497246916900860271,30,126.38236389053412,110887464692584582966594399275999499238,31,129.12860729828833,744019117937341717969407582238964381984
239,30,126.79676936756933,147785196345632635670400094557802221305,30,126.57587156643399,126804325653242657076631872856286508698,31,129.32903438812798,854906582629926300936001981514963881222
240,30,126.98829246333597,168766067038022614264168316259317933913,30,126.76851664437638,144919229317991608087579283264327438512,31,129.52856585165563,981710908283168958012633854371250389920
241,30,127.17897197041079,192612904758053620440757349254308429315,30,126.96030679189916,165523859078843495493396242970155984272,31,129.72720967021948,1126630137601160566100213137635577828432
242,30,127.36881528328104,219701950437263745388118455538460874359,30,127.15124957461055,188947046684340216553782503767819566952,31,129.92497371878687,1292153996680004061593609380605733812704
243,30,127.55782969973077,250456854190187274222454407309102181767,30,127.3413524579905,215559306780726162547272997256244858072,31,130.12186576782946,1481101043364344278147391884373553379656
244,30,127.74602242251724,285354401599648385897635817361959505463,30,127.53062280915223,245777901189239175988479492198709090512,31,130.3178934851665,1696660350145070440694664881629798237728
245,30,127.93340056101117,324930902010057595806792142525209920415,30,127.71906789856534,280072492052853944731058025993877800816,31,130.51306443776792,1942438251334309616683144373828507328240
246,29,125.25667521013516,50817862684844254272154618341292322419,30,127.90669490174112,318971449282416992610371640715249717596,31,130.7073860935177,2222510743387163561414202399822385129056
247,29,125.43586185622684,57538289985022564865456014463886527199,29,125.2322171717129,49963607981708660957232779302836858060,30,128.0935109008813,363068884667082936289224862933947835236
248,29,125.61428450059705,65112971988336468773679249624936196339,29,125.41162642249861,56579793513533095513213375648874615520,30,128.27952288649126,413032492648791597246457642236784693296
249,29,125.79194962736463,73646150463139842034145123600997777159,29,125.59026864104203,64038039022135185376318775166226269384,30,128.46473775895817,469612286162324692759671017885659308816
250,29,125.96886363851893,83254261904144498691971472035769284935,29,125.76815036631268,72441220613275096579546125753649626000,30,128.6491623300956,533650325184459878135989793051885578200
251,29,126.1450328552993,94067303195013900804396818317888943871,29,125.94527805391336,81904262945639861448045394433180433000,30,128.83280332465495,606091545797734974715535918805535204200
252,29,126.32046351954592,106230343444387940160748242202597454743,29,126.12165807749297,92555489965476435358329324650948292000,30,129.01566738180475,687995808743374836163581313238715637200
253,29,126.49516179502228,119905196923299444963167159754246617487,29,126.29729673012967,104538120362792581007398746145937133375,30,129.19776105657874,780551298708851271521910637889663929200
254,29,126.66913376871057,135272273483806308918935573362556101600,29,126.4722002256848,118011922542885847003907917871413475010,30,129.37909082129332,885089419071643852529309384035601062575
255,29,126.84238545208012,152532624424726770833963228853698728191,29,126.64637470012846,133155045347061464539807606447833788175,30,129.55966306693514,1003101341614529699533217301907014537585
256,29,127.01492278233,171910203502392077128118851259563668208,29,126.81982621283755,150166042329725704503042939430156166400,30,129.73948410451996,1136256386961591164073024908354848325760
257,29,127.18675162360604,193654364675058449753194763088971170017,29,126.99256074786669,169266109117278535338956295761184801600,30,129.9185601664229,1286422429291316868576067847785004492160
258,29,127.35787776819313,218042620232838364167433230416757538435,29,127.164584215193,190701555250034332390614516621771523200,30,130.09689740768144,1455688538408595403915024143546189293760
